Rnd.,Pick #,NFL Team,Player,Pos.,College,Conf.,Notes
4,135,Tennessee Titans,Rashad Weaver,LB,Pittsburgh,,From GB
4,136,Arizona Cardinals,Marco Wilson,DB,Florida,,From KC through BAL
4,137,Seattle Seahawks,Tre Brown,DB,Oklahoma,,From TB
4,138,Dallas Cowboys,Josh Ball,OT,Marshall,,Compensatory Selection
4,139,Cincinnati Bengals,D'Ante Smith,OT,East Carolina,,From NECompensatory Selection
4,140,Pittsburgh Steelers,Buddy Johnson,LB,Texas A&M,,Compensatory Selection
4,141,Los Angeles Rams,Jacob Harris,WR,Central Florida,,Compensatory Selection
4,142,Green Bay Packers,Royce Newman,OG,Mississippi,,Compensatory Selection
4,143,Las Vegas Raiders,Tyree Gillespie,DB,Missouri,,From MIN through NYJCompensatory Selection
4,144,Kansas City Chiefs,Joshua Kaindoh,DE,Florida State,,Compensatory Selection
5,145,Jacksonville Jaguars,Luke Farrell,TE,Ohio State,,
5,146,New York Jets,Jamien Sherwood,LB,Auburn,,
5,147,Houston Texans,Brevin Jordan,TE,Miami,,
5,148,Atlanta Falcons,Ta'Quon Graham,DE,Texas,,
5,149,Cincinnati Bengals,Evan McPherson,K,Florida,,
5,150,Philadelphia Eagles,Kenny Gainwell,RB,Memphis,,
5,151,Chicago Bears,Larry Borom,OT,Missouri,,From CAR
5,152,Denver Broncos,Caden Sterns,DB,Texas,,
5,153,Cleveland Browns,Tony Fields,LB,West Virginia,,From DET
5,154,New York Jets,Michael Carter,DB,Duke,,From NYG
5,155,San Francisco 49ers,Jaylon Moore,OT,Western Michigan,,
5,156,Pittsburgh Steelers,Isaiahh Loudermilk,DT,Wisconsin,,From DAL through PHI and MIA
5,157,Minnesota Vikings,Ihmir Smith-Marsette,WR,Iowa,,
5,158,Carolina Panthers,Daviyon Nixon,DT,Iowa,,From NE through HOU
5,159,Los Angeles Chargers,Brenden Jaimes,OG,Nebraska,,
5,160,Baltimore Ravens,Shaun Wade,DB,Ohio State,,From ARI
5,161,Buffalo Bills,Tommy Doyle,OT,Miami (OH),,From LV
5,162,Kansas City Chiefs,Noah Gray,TE,Duke,,From MIA through LV and NYJ
5,163,Washington Football Team,Darrick Forrest,DB,Cincinnati,,
5,164,Denver Broncos,Jamar Johnson,DB,Indiana,,From CHI through NYG
5,165,Indianapolis Colts,Shawn Davis,DB,Florida,,
5,166,Carolina Panthers,Keith Taylor,DB,Washington,,From TEN
5,167,Las Vegas Raiders,Nate Hobbs,DB,Illinois,,From SEA
5,168,Minnesota Vikings,Zach Davidson,TE,Central Missouri State,,From PIT through BAL
5,169,Cleveland Browns,Richard LeCounte,DB,Georgia,,From LA
5,170,Houston Texans,Garret Wallow,LB,Texas Christian,,From CLE through JAX and LA
5,171,Baltimore Ravens,Daelin Hayes,LB,Notre Dame,,
5,172,San Francisco 49ers,Deommodore Lenoir,DB,Oregon,,From NO
5,173,Green Bay Packers,Tedarrell Slaton,DT,Florida,,
5,174,Los Angeles Rams,Earnest Brown,DE,Northwestern,,From BUF through HOU
5,175,New York Jets,Jason Pinnock,DB,Pittsburgh,,From KC
5,176,Tampa Bay Buccaneers,K.J. Britt,LB,Auburn,,
5,177,New England Patriots,Cameron McGrone,LB,Michigan,,Compensatory Selection
5,178,Green Bay Packers,Shemar Jean-Charles,DB,Appalachian State,,Compensatory Selection
5,179,Dallas Cowboys,Simi Fehoko,WR,Stanford,,Compensatory Selection
5,180,San Francisco 49ers,Talanoa Hufanga,DB,Southern California,,Compensatory Selection
5,181,Kansas City Chiefs,Cornell Powell,WR,Clemson,,Compensatory Selection
5,182,Atlanta Falcons,Adetokunbo Ogundeji,LB,Notre Dame,,Compensatory Selection
5,183,Atlanta Falcons,Avery Williams,RB,Boise State,,Compensatory Selection
5,184,Baltimore Ravens,Ben Mason,TE,Michigan,,Compensatory Selection
6,185,Los Angeles Chargers,Nick Niemann,LB,Iowa,,From JAX through TEN
6,186,New York Jets,Hamsah Nasirildeen,LB,Florida State,,
6,187,Atlanta Falcons,Frank Darby,WR,Arizona State,,
6,188,New England Patriots,Joshuah Bledsoe,DB,Missouri,,From HOU
6,189,Philadelphia Eagles,Marlon Tuipulotu,DT,Southern California,,
6,190,Cincinnati Bengals,Trey Hill,C,Georgia,,
6,191,Philadelphia Eagles,Tarron Jackson,DE,Coastal Carolina,,From DEN through CAR
6,192,Dallas Cowboys,Quinton Bohanna,DT,Kentucky,,From DET
6,193,Carolina Panthers,Deonte Brown,OG,Alabama,,
6,194,San Francisco 49ers,Elijah Mitchell,RB,Louisiana-Lafayette,,
6,195,Houston Texans,Roy Lopez,DT,Arizona,,From DAL through NE
6,196,New York Giants,Gary Brightwell,RB,Arizona,,
6,197,New England Patriots,William Sherman,OG,Colorado,,
6,198,Los Angeles Chargers,Larry Rountree,RB,Missouri,,
6,199,Minnesota Vikings,Jaylen Twyman,DT,Pittsburgh,,
6,200,New York Jets,Brandin Echols,DB,Kentucky,,From LV
6,201,New York Giants,Rodarius Williams,DB,Oklahoma State,,From ARI
6,202,Cincinnati Bengals,Chris Evans,RB,Michigan,,From MIA through HOU
6,203,Buffalo Bills,Marquez Stevenson,WR,Houston,,From WAS through LV and MIA and HOU
6,204,Carolina Panthers,Shi Smith,WR,South Carolina,,From CHI
6,205,Tennessee Titans,Racey McMath,WR,Louisiana State,,
6,206,New Orleans Saints,Landon Young,OT,Kentucky,,From IND
6,207,New York Jets,Jonathan Marshall,DT,Arkansas,,From PIT through MIA and KC
6,208,Seattle Seahawks,Stone Forsythe,OT,Florida,,Reacquired through MIA and CHI
6,209,Jacksonville Jaguars,Jalen Camp,WR,Georgia Tech,,From LA
6,210,Arizona Cardinals,Victor Dimukeje,LB,Duke,,From BAL
6,211,Cleveland Browns,Demetric Felton,RB,UCLA,,
6,212,Buffalo Bills,Damar Hamlin,DB,Pittsburgh,,From NO through HOU
6,213,Buffalo Bills,Rachad Wildgoose,DB,Wisconsin,,
6,214,Green Bay Packers,Cole Van Lanen,OG,Wisconsin,,
6,215,Tennessee Titans,Brady Breeze,DB,Oregon,,From KC
6,216,Pittsburgh Steelers,Quincy Roche,LB,Miami,,From TB
6,217,Chicago Bears,Khalil Herbert,RB,Virginia Tech,,From TB through SEACompensatory Selection
6,218,Indianapolis Colts,Sam Ehlinger,QB,Texas,,From NOCompensatory Selection
6,219,Denver Broncos,Seth Williams,WR,Auburn,,From ATLCompensatory Selection
6,220,Green Bay Packers,Isaiah McDuffie,LB,Boston College,,Compensatory Selection
6,221,Chicago Bears,Dazz Newsome,WR,North Carolina,,Compensatory Selection
6,222,Carolina Panthers,Thomas Fletcher,LS,Alabama,,Compensatory Selection
6,223,Arizona Cardinals,Tay Gowan,DB,Central Florida,,From MINCompensatory Selection
6,224,Philadelphia Eagles,JaCoby Stevens,LB,Louisiana State,,Compensatory Selection
6,225,Washington Football Team,Camaron Cheeseman,LS,Michigan,,From PHICompensatory Selection
6,226,Kansas City Chiefs,Trey Smith,OG,Tennessee,,From CAR through NYJCompensatory Selection
6,227,Dallas Cowboys,Israel Mukuamu,DB,South Carolina,,Compensatory Selection
6,228,Chicago Bears,Thomas Graham,DB,Oregon,,Compensatory Selection
7,229,Indianapolis Colts,Mike Strachan,WR,Charleston,,From JAX through NO
7,230,Las Vegas Raiders,Jimmy Morrissey,C,Pittsburgh,,From NYJ through SF
7,231,Miami Dolphins,Larnel Coleman,OT,Massachusetts,,From HOU
7,232,Carolina Panthers,Phil Hoskins,DT,Kentucky,,From ATL through MIA and TEN
7,233,Los Angeles Rams,Jake Funk,RB,Maryland,,From CIN through HOU
7,234,Philadelphia Eagles,Patrick Johnson,LB,Tulane,,
7,235,Cincinnati Bengals,Wyatt Hubert,DE,Kansas State,,From DET through SEA
7,236,Buffalo Bills,Jack Anderson,OG,Texas Tech,,From CAR
7,237,Denver Broncos,Kary Vincent Jr.,DB,Louisiana State,,
7,238,Dallas Cowboys,Matt Farniok,OT,Nebraska,,
7,239,Denver Broncos,Jonathon Cooper,LB,Ohio State,,From NYG
7,240,Washington Football Team,William Bradley-King,LB,Baylor,,From SF through PHI
7,241,Los Angeles Chargers,Mark Webb,DB,Georgia,,
7,242,New England Patriots,Tre Nixon,WR,Central Florida,,
7,243,Arizona Cardinals,James Wiggins,DB,Cincinnati,,
7,244,Miami Dolphins,Gerrid Doaks,RB,Cincinnati,,From LV through WAS
7,245,Pittsburgh Steelers,Tre Norwood,DB,Oklahoma,,From MIA
7,246,Washington Football Team,Shaka Toney,DE,Penn State,,
7,247,Arizona Cardinals,Michal Menet,C,Penn State,,From CHI through LV
7,248,Indianapolis Colts,Will Fries,OG,Penn State,,
7,249,Los Angeles Rams,Ben Skowronek,WR,Notre Dame,,From TEN through JAX
7,250,Chicago Bears,Khyiris Tonga,DT,Brigham Young,,From SEA
7,251,Tampa Bay Buccaneers,Chris Wilcox,DB,Brigham Young,,From PIT
7,252,Los Angeles Rams,Chris Garrett,LB,Concordia-St. Paul,,
7,253,Denver Broncos,Marquiss Spencer,DE,Mississippi State,,From CLE
7,254,Pittsburgh Steelers,Pressley Harvin,P,Georgia Tech,,From BAL
7,255,New Orleans Saints,Kawaan Baker,WR,South Alabama,,
7,256,Green Bay Packers,Kylin Hill,RB,Mississippi State,,
7,257,Detroit Lions,Jermar Jefferson,RB,Oregon State,,From BUF through CLE
7,258,Washington Football Team,Dax Milne,WR,Brigham Young,,From KC through MIA
7,259,Tampa Bay Buccaneers,Grant Stuard,LB,Houston,,
