Rnd.,Pick #,NFL Team,Player,Pos.,College,Conf.,Notes
3,66,St. Louis Rams,Oshiomogho Atogwe,DB,Stanford,,From MIA
3,67,Cleveland Browns,Charlie Frye,QB,Akron,,
3,68,Tennessee Titans,Courtney Roby,WR,Indiana,,
3,69,Oakland Raiders,Andrew Walter,QB,Arizona State,,
3,70,Miami Dolphins,Channing Crowder,LB,Florida,,From CHI
3,71,Tampa Bay Buccaneers,Alex Smith,TE,Stanford,,
3,72,Detroit Lions,Stanley Wilson,DB,Stanford,,
3,73,Houston Texans,Vernand Morency,RB,Oklahoma State,,From DAL
3,74,New York Giants,Justin Tuck,DE,Notre Dame,,
3,75,Arizona Cardinals,Eric Green,DB,Virginia Tech,,
3,76,Denver Broncos,Karl Paymah,DB,Washington State,,From WAS
3,77,Philadelphia Eagles,Ryan Moats,RB,Louisiana Tech,,From KC
3,78,Oakland Raiders,Kirk Morrison,LB,San Diego State,,From HOU
3,79,Carolina Panthers,Evan Mathis,OG,Alabama,,
3,80,Minnesota Vikings,Dustin Fox,DB,Ohio State,,
3,81,St. Louis Rams,Richie Incognito,OG,Nebraska,,
3,82,New Orleans Saints,Alfred Fincher,LB,Connecticut,,
3,83,Cincinnati Bengals,Chris Henry,WR,West Virginia,,
3,84,New England Patriots,Ellis Hobbs,DB,Iowa State,,From BAL
3,85,Seattle Seahawks,David Greene,QB,Georgia,,
3,86,Buffalo Bills,Kevin Everett,TE,Miami,,
3,87,Jacksonville Jaguars,Scott Starks,DB,Wisconsin,,
3,88,New York Jets,Sione Pouha,DT,Utah,,
3,89,Carolina Panthers,Atiyyah Ellison,DT,Missouri,,From GB
3,90,Atlanta Falcons,Jordan Beck,LB,Cal Poly-S.L.O.,,
3,91,Tampa Bay Buccaneers,Chris Colmer,OT,North Carolina State,,From SD
3,92,Indianapolis Colts,Vincent Burns,DE,Kentucky,,
3,93,Pittsburgh Steelers,Trai Essex,OG,Northwestern,,
3,94,San Francisco 49ers,Adam Snyder,OG,Oregon,,From PHI
3,95,Arizona Cardinals,Darryl Blackstock,LB,Virginia,,From NE
3,96,Tennessee Titans,Brandon Jones,WR,Oklahoma,,Compensatory Selection
3,97,Denver Broncos,Domonique Foxworth,DB,Maryland,,Compensatory Selection
3,98,Seattle Seahawks,Leroy Hill,LB,Clemson,,Compensatory Selection
3,99,Kansas City Chiefs,Dustin Colquitt,P,Tennessee,,Compensatory Selection
3,100,New England Patriots,Nick Kaczur,OT,Toledo,,Compensatory Selection
3,101,Denver Broncos,Maurice Clarett,RB,Ohio State,,Compensatory Selection
4,102,Philadelphia Eagles,Sean Considine,DB,Iowa,,From SF
4,103,Cleveland Browns,Antonio Perkins,DB,Oklahoma,,
4,104,Miami Dolphins,Travis Daniels,DB,Louisiana State,,
4,105,Seattle Seahawks,Ray Willis,OT,Florida State,,From OAK
4,106,Chicago Bears,Kyle Orton,QB,Purdue,,
4,107,Tampa Bay Buccaneers,Dan Buenning,OG,Wisconsin,,
4,108,Tennessee Titans,Vincent Fuller,DB,Virginia Tech,,
4,109,Dallas Cowboys,Marion Barber,RB,Minnesota,,
4,110,New York Giants,Brandon Jacobs,RB,Southern Illinois,,
4,111,Arizona Cardinals,Elton Brown,OG,Virginia,,
4,112,Minnesota Vikings,Ciatrick Fason,RB,Florida,,From WAS
4,113,Tennessee Titans,David Stewart,OT,Mississippi State,,From DET
4,114,Houston Texans,Jerome Mathis,WR,Hampton,,
4,115,Green Bay Packers,Marviel Underwood,DB,San Diego State,,From CAR
4,116,Kansas City Chiefs,Craphonso Thorpe,WR,Florida State,,
4,117,St. Louis Rams,Jerome Carter,DB,Florida State,,
4,118,New Orleans Saints,Chase Lyman,WR,California,,
4,119,Cincinnati Bengals,Eric Ghiaciuc,C,Central Michigan,,
4,120,Washington Redskins,Manuel White,RB,UCLA,,From MIN
4,121,Carolina Panthers,Stefan Lefors,QB,Louisville,,From SEA
4,122,Buffalo Bills,Raymond Preston,C,Illinois,,
4,123,New York Jets,Kerry Rhodes,DB,Louisville,,From JAX
4,124,Baltimore Ravens,Jason Brown,C,North Carolina,,
4,125,Green Bay Packers,Brady Poppinga,LB,Brigham Young,,
4,126,Philadelphia Eagles,Todd Herremans,OG,Saginaw Valley State,,From DEN through CLE and SEA and CAR and GB
4,127,Jacksonville Jaguars,Alvin Pearman,RB,Virginia,,From NYJ
4,128,Atlanta Falcons,Chauncey Davis,DE,Florida State,,
4,129,Indianapolis Colts,Dylan Gandy,OG,Texas Tech,,
4,130,San Diego Chargers,Darren Sproles,RB,Kansas State,,
4,131,Pittsburgh Steelers,Fred Gibson,WR,Georgia,,
4,132,Dallas Cowboys,Chris Canty,DE,Virginia,,From PHI
4,133,New England Patriots,James Sanders,DB,Fresno State,,
4,134,St. Louis Rams,Claude Terrell,OG,New Mexico,,Compensatory Selection
4,135,Indianapolis Colts,Matt Giordano,DB,California,,Compensatory Selection
4,136,Tennessee Titans,Roydell Williams,WR,Tulane,,Compensatory Selection
5,137,San Francisco 49ers,Ronald Fields,DT,Mississippi State,,
5,138,Kansas City Chiefs,Boomer Grigsby,LB,Illinois State,,From MIA
5,139,Cleveland Browns,David McMillan,LB,Kansas,,
5,140,Chicago Bears,Airese Currie,WR,Clemson,,
5,141,Tampa Bay Buccaneers,Donte Nicholson,DB,Oklahoma,,
5,142,Tennessee Titans,Damien Nash,RB,Missouri,,
5,143,Green Bay Packers,Junius Coston,OG,North Carolina A&T,,From OAK
5,144,St. Louis Rams,Jerome Collins,TE,Notre Dame,,From NYG through SD and TB
5,145,Detroit Lions,Dan Orlovsky,QB,Connecticut,,From ARI through NE
5,146,Philadelphia Eagles,Trent Cole,DE,Cincinnati,,From WAS
5,147,Kansas City Chiefs,Alphonso Hodge,DB,Miami (OH),,From DET
5,148,Indianapolis Colts,Jonathan Welsh,DE,Wisconsin,,From DAL through PHI
5,149,Carolina Panthers,Adam Seward,LB,Nevada-Las Vegas,,
5,150,Tennessee Titans,Daniel Loper,OG,Texas Tech,,From KC
5,151,Houston Texans,Drew Hodgdon,C,Arizona State,,
5,152,New Orleans Saints,Adrian McPherson,QB,Florida State,,
5,153,Cincinnati Bengals,Adam Kieft,OT,Central Michigan,,
5,154,Washington Redskins,Robert McCune,LB,Louisville,,From MIN
5,155,Tampa Bay Buccaneers,Larry Brackins,WR,Pearl River CC (MS),,From STL
5,156,Buffalo Bills,Eric King,DB,Wake Forest,,
5,157,Jacksonville Jaguars,Gerald Sensabaugh,DB,North Carolina,,
5,158,Baltimore Ravens,Justin Green,RB,Montana,,
5,159,Seattle Seahawks,Jeb Huckeba,LB,Arkansas,,
5,160,Atlanta Falcons,Michael Boley,LB,Southern Mississippi,,From DEN
5,161,New York Jets,Andre Maddox,DB,North Carolina State,,
5,162,Miami Dolphins,Anthony Alabi,OT,Texas Christian,,From GB through KC
5,163,Atlanta Falcons,Frank Omiyale,OT,Tennessee Tech,,
5,164,San Diego Chargers,Wesley Britt,OT,Alabama,,
5,165,Indianapolis Colts,Robert Hunt,OG,North Dakota State,,
5,166,Pittsburgh Steelers,Rian Wallace,LB,Temple,,
5,167,Green Bay Packers,Michael Hawkins,DB,Oklahoma,,From PHI
5,168,Arizona Cardinals,Lance Mitchell,LB,Oklahoma,,From NE
5,169,Carolina Panthers,Geoff Hangartner,C,Texas A&M,,Compensatory Selection
5,170,New England Patriots,Ryan Claridge,LB,Nevada-Las Vegas,,Compensatory Selection
5,171,Carolina Panthers,Ben Emanuel,DB,UCLA,,Compensatory Selection
5,172,Philadelphia Eagles,Scott Young,OG,Brigham Young,,Compensatory Selection
5,173,Indianapolis Colts,Tyjuan Hagler,LB,Cincinnati,,Compensatory Selection
5,174,San Francisco 49ers,Rasheed Marshall,WR,West Virginia,,Compensatory Selection
6,175,Oakland Raiders,Anttaj Hawthorne,DT,Wisconsin,,From SF through PHI and GB and NE
6,176,Cleveland Browns,Nick Speegle,LB,New Mexico,,
6,177,San Diego Chargers,Wes Sims,OG,Oklahoma,,From MIA
6,178,Tampa Bay Buccaneers,Anthony Bryant,DT,Alabama,,
6,179,Tennessee Titans,Bo Scaife,TE,Texas,,
6,180,Green Bay Packers,Mike Montgomery,DE,Texas A&M,,From OAK
6,181,Chicago Bears,Chris Harris,DB,Louisiana-Monroe,,
6,182,New York Jets,Cedric Houston,RB,Tennessee,,From ARI through OAK
6,183,Washington Redskins,Jared Newberry,LB,Stanford,,
6,184,Detroit Lions,Bill Swancutt,DE,Oregon State,,
6,185,Jacksonville Jaguars,Chad Owens,WR,Hawaii,,
6,186,New York Giants,Eric Moore,DE,Florida State,,
6,187,Kansas City Chiefs,Will Svitek,OT,Stanford,,
6,188,Houston Texans,Ceandris Brown,DB,Louisiana-Lafayette,,
6,189,Carolina Panthers,Jovan Haye,DT,Vanderbilt,,
6,190,Cincinnati Bengals,Tab Perry,WR,UCLA,,
6,191,Minnesota Vikings,C.J. Mosley,DT,Missouri,,
6,192,St. Louis Rams,Dante Ridgeway,WR,Ball State,,
6,193,New Orleans Saints,Jason Jefferson,DT,Wisconsin,,
6,194,Jacksonville Jaguars,Pat Thomas,LB,North Carolina State,,
6,195,Green Bay Packers,Craig Bragg,WR,UCLA,,From BAL
6,196,Seattle Seahawks,Tony Jackson,TE,Iowa,,
6,197,Buffalo Bills,Justin Geisinger,OG,Vanderbilt,,
6,198,New York Jets,Joel Dreessen,TE,Colorado State,,
6,199,Kansas City Chiefs,Khari Long,DE,Baylor,,From GB
6,200,Denver Broncos,Chris Myers,C,Miami,,
6,201,Atlanta Falcons,Deandra Cobb,RB,Michigan State,,
6,202,Indianapolis Colts,Dave Rayner,K,Michigan State,,
6,203,Cleveland Browns,Andrew Hoffman,DT,Virginia,,From TB through SD
6,204,Pittsburgh Steelers,Chris Kemoeatu,OG,Utah,,
6,205,San Francisco 49ers,Derrick Johnson,DB,Washington,,From PHI
6,206,Detroit Lions,Jonathan Goddard,DE,Marshall,,From NE
6,207,Carolina Panthers,Joe Berger,C,Michigan Tech,,Compensatory Selection
6,208,Dallas Cowboys,Justin Beriault,DB,Ball State,,Compensatory Selection
6,209,Dallas Cowboys,Rob Petitti,OT,Pittsburgh,,Compensatory Selection
6,210,St. Louis Rams,Reggie Hodges,P,Ball State,,Compensatory Selection
6,211,Philadelphia Eagles,Calvin Armstrong,OT,Washington State,,Compensatory Selection
6,212,Oakland Raiders,Ryan Riddle,LB,California,,Compensatory Selection
6,213,Baltimore Ravens,Derek Anderson,QB,Oregon State,,Compensatory Selection
6,214,Oakland Raiders,Pete McMahon,OG,Iowa,,Compensatory Selection
7,215,San Francisco 49ers,Daven Holly,DB,Cincinnati,,
7,216,Miami Dolphins,Kevin Vickerson,DT,Michigan State,,
7,217,Cleveland Browns,Jon Dunn,OT,Virginia Tech,,
7,218,Tennessee Titans,Reynaldo Hill,DB,Florida,,
7,219,Minnesota Vikings,Adrian Ward,DB,Texas-El Paso,,From OAK
7,220,Chicago Bears,Rodrigues Wilson,LB,South Carolina,,
7,221,Tampa Bay Buccaneers,Rick Razzano,RB,Mississippi,,
7,222,Washington Redskins,Nehemiah Broughton,RB,Citadel,,
7,223,San Francisco 49ers,Marcus Maxwell,WR,Oregon,,From DET
7,224,Dallas Cowboys,Jay Ratliff,DT,Auburn,,
7,225,Tampa Bay Buccaneers,Paris Warren,WR,Utah,,From NYG
7,226,Arizona Cardinals,LeRon McCoy,WR,Indiana (PA),,
7,227,Houston Texans,Kenneth Pettway,DE,Grambling,,
7,228,Pittsburgh Steelers,Shaun Nua,DE,Brigham Young,,From CAR
7,229,Kansas City Chiefs,James Kilian,QB,Tulsa,,
7,230,New England Patriots,Matt Cassel,QB,Southern California,,From MIN through NYJ and OAK
7,231,Tampa Bay Buccaneers,Hamza Abdullah,DB,Washington State,,From STL
7,232,New Orleans Saints,Jimmy Verdon,DE,Arizona State,,
7,233,Cincinnati Bengals,Jonathan Fanene,DE,Utah,,
7,234,Baltimore Ravens,Mike Smith,LB,Texas Tech,,
7,235,Seattle Seahawks,Cornelius Wortham,LB,Alabama,,
7,236,Buffalo Bills,Lionel Gates,RB,Louisville,,
7,237,Jacksonville Jaguars,Chris Roberson,DB,Eastern Michigan,,
7,238,Kansas City Chiefs,Jeremy Parquet,OT,Southern Mississippi,,From GB
7,239,Denver Broncos,Paul Ernster,P,Northern Arizona,,
7,240,New York Jets,Harry Williams,WR,Tuskegee,,
7,241,Atlanta Falcons,Darrell Shropshire,DT,South Carolina,,
7,242,San Diego Chargers,Scott Mruczkowski,C,Bowling Green,,
7,243,Indianapolis Colts,Anthony Davis,RB,Wisconsin,,
7,244,Pittsburgh Steelers,Noah Herron,RB,Northwestern,,
7,245,Green Bay Packers,Kurt Campbell,LB,Albany (NY),,From PHI
7,246,Green Bay Packers,William Whitticker,OG,Michigan State,,From NE
7,247,Philadelphia Eagles,Keyonta Marshall,DT,Grand Valley State,,Compensatory Selection
7,248,San Francisco 49ers,Patrick Estes,OT,Virginia,,Compensatory Selection
7,249,San Francisco 49ers,Billy Bajema,TE,Oklahoma State,,Compensatory Selection
7,250,St. Louis Rams,Ryan Fitzpatrick,QB,Harvard,,Compensatory Selection
7,251,St. Louis Rams,Madison Hedgecock,RB,North Carolina,,Compensatory Selection
7,252,Philadelphia Eagles,David Bergeron,LB,Stanford,,Compensatory Selection
7,253,Tampa Bay Buccaneers,J.R. Russell,WR,Louisville,,Compensatory Selection
7,254,Seattle Seahawks,Doug Nienhuis,OG,Oregon State,,Compensatory Selection
7,255,New England Patriots,Andy Stokes,TE,William Penn,,Compensatory Selection
